Airline,FlightNumber,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
AA,1588,DFW,MSY,Wednesday,16:55,80,1
AA,1803,DFW,LAS,Wednesday,16:55,175,0
AA,2036,DFW,MCI,Wednesday,16:55,95,0
AA,2578,SFO,LAX,Wednesday,16:55,80,0
AA,436,DFW,FLL,Wednesday,16:55,155,1
AA,456,DFW,TPA,Wednesday,16:55,135,1
AA,696,DFW,MIA,Wednesday,16:55,165,1
AA,823,DFW,TUS,Wednesday,16:55,140,0
AA,949,MCO,MIA,Wednesday,16:55,65,1
CO,110,CLE,EWR,Wednesday,16:55,103,0
CO,535,CLE,LAX,Wednesday,16:55,297,0
CO,539,MIA,EWR,Wednesday,16:55,185,0
DL,2543,ATL,SRQ,Wednesday,16:55,94,0
DL,2674,MCO,DCA,Wednesday,16:55,122,0
EV,5237,DCA,BOS,Wednesday,16:55,105,1
EV,5335,ABY,ATL,Wednesday,16:55,61,0
FL,145,DTW,ATL,Wednesday,16:55,123,0
FL,76,FLL,ATL,Wednesday,16:55,116,0
MQ,2868,MLI,DFW,Wednesday,16:55,135,1
MQ,3228,AEX,DFW,Wednesday,16:55,75,0
MQ,3377,TXK,DFW,Wednesday,16:55,60,0
MQ,4340,ORD,DSM,Wednesday,16:55,80,0
MQ,4432,DCA,BNA,Wednesday,16:55,120,0
OH,6766,MSN,LGA,Wednesday,16:55,143,1
OO,4824,SLC,COS,Wednesday,16:55,97,0
OO,6622,GJT,DEN,Wednesday,16:55,57,0
OO,7000,SGF,ORD,Wednesday,16:55,95,0
OO,7766,SLC,PIH,Wednesday,16:55,64,0
OO,7803,SLC,TWF,Wednesday,16:55,64,0
US,1777,BOS,CLT,Wednesday,16:55,145,1
WN,1057,DEN,HOU,Wednesday,16:55,140,1
WN,1138,SDF,LAS,Wednesday,16:55,270,0
WN,1660,OAK,LAX,Wednesday,16:55,75,1
WN,1723,SFO,SAN,Wednesday,16:55,85,0
WN,1931,STL,DAL,Wednesday,16:55,105,0
WN,1968,BOS,MDW,Wednesday,16:55,170,0
WN,225,MKE,BWI,Wednesday,16:55,115,1
WN,2621,LBB,AUS,Wednesday,16:55,70,0
WN,27,ECP,BWI,Wednesday,16:55,125,0
WN,425,MCO,PHL,Wednesday,16:55,150,1
WN,50,HRL,HOU,Wednesday,16:55,60,0
WN,736,SAT,HOU,Wednesday,16:55,50,0
WN,829,BUR,LAS,Wednesday,16:55,65,0
WN,903,MCI,MDW,Wednesday,16:55,85,1
WN,958,TUL,DAL,Wednesday,16:55,60,0
WN,964,BUF,MCO,Wednesday,16:55,170,0
XE,2875,CLE,DAY,Wednesday,16:55,49,0
XE,2901,ORF,IAH,Wednesday,16:55,209,1
XE,5952,BHM,ORD,Wednesday,16:55,134,0
9E,3824,PIT,MSP,Wednesday,16:56,144,1
9E,3930,LNK,MSP,Wednesday,16:56,84,0
AA,1617,DCA,DFW,Wednesday,16:56,215,1
DL,1264,SLC,IAD,Wednesday,16:56,246,0
FL,1422,IND,TPA,Wednesday,16:56,133,0
OO,6366,PSP,SFO,Wednesday,16:56,91,1
OO,6556,DEN,TUL,Wednesday,16:56,89,1
XE,2980,TYS,CLE,Wednesday,16:56,79,0
EV,5139,ATL,MGM,Wednesday,16:57,58,1
EV,5601,ATL,DHN,Wednesday,16:57,58,0
F9,671,MCO,DEN,Wednesday,16:57,239,0
OO,4704,SLC,DEN,Wednesday,16:57,83,0
OO,6361,DEN,COS,Wednesday,16:57,33,0
OO,6699,DEN,ELP,Wednesday,16:57,101,0
OO,6951,FSD,DEN,Wednesday,16:57,102,0
9E,4139,BIS,MSP,Wednesday,16:58,82,0
9E,4173,TYS,DTW,Wednesday,16:58,106,1
AS,66,CDV,YAK,Wednesday,16:58,52,1
B6,7,BUF,JFK,Wednesday,16:58,92,1
DL,2743,EWR,ATL,Wednesday,16:58,158,0
F9,449,PHL,DEN,Wednesday,16:58,252,0
OH,6465,GSO,DTW,Wednesday,16:58,112,0
OO,4718,GFK,MSP,Wednesday,16:58,71,0
UA,305,SFO,LAX,Wednesday,16:58,90,0
B6,102,JFK,BUF,Wednesday,16:59,94,0
CO,1186,ORD,EWR,Wednesday,16:59,136,0
CO,221,ATL,IAH,Wednesday,16:59,141,0
FL,292,HOU,ATL,Wednesday,16:59,112,0
FL,897,LGA,IND,Wednesday,16:59,135,1
OO,6402,SFO,EUG,Wednesday,16:59,92,1
OO,6665,COS,DEN,Wednesday,16:59,40,1
OO,6945,OKC,DEN,Wednesday,16:59,99,0
XE,2567,BNA,EWR,Wednesday,16:59,134,1
XE,2637,DAL,IAH,Wednesday,16:59,69,0
XE,2797,PVD,EWR,Wednesday,16:59,91,1
YV,2614,AUS,CLT,Wednesday,16:59,154,0
YV,2710,PHX,SNA,Wednesday,16:59,78,0
9E,3662,CID,MSP,Wednesday,17:00,75,1
9E,3825,SGF,MEM,Wednesday,17:00,66,0
9E,4073,FWA,ATL,Wednesday,17:00,109,1
9E,4166,CLE,JFK,Wednesday,17:00,130,1
9E,4262,SCE,DTW,Wednesday,17:00,84,0
AA,1139,DTW,DFW,Wednesday,17:00,185,0
AA,1353,JFK,DFW,Wednesday,17:00,255,0
AA,1616,DFW,AUS,Wednesday,17:00,55,1
AA,1787,JFK,TPA,Wednesday,17:00,185,0
AA,1890,LAX,ORD,Wednesday,17:00,230,0
AA,2353,EWR,ORD,Wednesday,17:00,170,0
AA,519,ORD,LAX,Wednesday,17:00,260,1
AA,662,MCI,DFW,Wednesday,17:00,105,1
AA,677,DFW,PDX,Wednesday,17:00,255,1
AS,345,OAK,SEA,Wednesday,17:00,120,1
AS,40,ADQ,ANC,Wednesday,17:00,50,0
AS,635,PHX,SEA,Wednesday,17:00,185,1
AS,683,ORD,PDX,Wednesday,17:00,265,0
B6,1226,RDU,BOS,Wednesday,17:00,101,0
B6,167,JFK,TPA,Wednesday,17:00,187,0
B6,217,JFK,LGB,Wednesday,17:00,380,0
CO,1433,LGA,IAH,Wednesday,17:00,243,1
CO,228,EWR,DEN,Wednesday,17:00,270,0
CO,234,ANC,SEA,Wednesday,17:00,200,0
CO,594,LAX,IAH,Wednesday,17:00,189,0
CO,784,EWR,PDX,Wednesday,17:00,376,0
CO,787,EWR,SNA,Wednesday,17:00,375,0
DL,1160,SLC,IND,Wednesday,17:00,193,1
DL,1222,SLC,ATL,Wednesday,17:00,219,0
DL,1770,SLC,MSP,Wednesday,17:00,157,1
DL,1830,SLC,JFK,Wednesday,17:00,271,0
DL,1875,MSP,DFW,Wednesday,17:00,156,0
DL,2117,CMH,ATL,Wednesday,17:00,101,0
DL,2139,DCA,ATL,Wednesday,17:00,125,1
DL,2210,DFW,ATL,Wednesday,17:00,125,0
DL,2363,JFK,LAX,Wednesday,17:00,394,0
DL,2547,LGA,ATL,Wednesday,17:00,164,1
DL,2945,MSP,IAH,Wednesday,17:00,181,0
EV,5496,CHO,ATL,Wednesday,17:00,104,0
EV,5536,SHV,MEM,Wednesday,17:00,65,0
EV,5560,BHM,ATL,Wednesday,17:00,74,1
EV,7065,IAD,DAY,Wednesday,17:00,87,1
EV,7110,IAD,PWM,Wednesday,17:00,92,0
EV,7114,IAD,JFK,Wednesday,17:00,96,1
EV,7302,HSV,MEM,Wednesday,17:00,62,0
MQ,2794,GPT,DFW,Wednesday,17:00,110,1
MQ,3023,LAX,SAN,Wednesday,17:00,45,0
MQ,3082,SAN,LAX,Wednesday,17:00,45,0
MQ,3364,TLH,DFW,Wednesday,17:00,150,0
MQ,3375,DFW,FSM,Wednesday,17:00,60,0
MQ,3995,DAY,ORD,Wednesday,17:00,80,0
MQ,4136,JFK,IND,Wednesday,17:00,145,0
MQ,4329,JFK,CVG,Wednesday,17:00,145,0
MQ,4589,MSP,LGA,Wednesday,17:00,165,0
MQ,4661,LGA,ATL,Wednesday,17:00,160,0
OH,6350,DSM,MSP,Wednesday,17:00,66,1
OH,6544,JFK,BUF,Wednesday,17:00,115,0
OH,6606,CVG,DTW,Wednesday,17:00,85,0
OO,4485,FAR,MSP,Wednesday,17:00,66,0
OO,4494,BIL,SLC,Wednesday,17:00,79,0
OO,4602,FCA,SLC,Wednesday,17:00,95,0
OO,4801,SLC,RNO,Wednesday,17:00,88,1
OO,7779,SLC,SGU,Wednesday,17:00,81,0
UA,461,IAD,LAS,Wednesday,17:00,325,0
UA,690,ORD,LGA,Wednesday,17:00,136,1
UA,941,ORD,DEN,Wednesday,17:00,159,1
UA,949,ORD,PDX,Wednesday,17:00,277,0
US,1251,DCA,PHX,Wednesday,17:00,307,1
US,1663,PVD,CLT,Wednesday,17:00,134,0
US,1850,PBI,CLT,Wednesday,17:00,112,1
US,2043,BOS,DCA,Wednesday,17:00,95,0
US,209,SLC,PHX,Wednesday,17:00,98,0
US,2136,LGA,BOS,Wednesday,17:00,72,1
US,2137,BOS,LGA,Wednesday,17:00,79,1
US,2180,DCA,LGA,Wednesday,17:00,78,1
US,2183,LGA,DCA,Wednesday,17:00,76,0
US,454,BWI,PHX,Wednesday,17:00,311,1
US,639,ORD,PHX,Wednesday,17:00,233,0
US,798,MCO,PHL,Wednesday,17:00,148,1
WN,1050,PIT,TPA,Wednesday,17:00,155,0
WN,1116,LAS,RNO,Wednesday,17:00,75,1
WN,1167,DEN,TPA,Wednesday,17:00,205,0
WN,1233,MCO,BWI,Wednesday,17:00,125,1
WN,1594,DEN,BOS,Wednesday,17:00,225,0
WN,1642,SAN,SJC,Wednesday,17:00,80,0
WN,1680,ABQ,LAS,Wednesday,17:00,95,0
WN,174,DEN,FLL,Wednesday,17:00,230,1
WN,2610,SAN,MDW,Wednesday,17:00,235,0
WN,2720,LAS,AUS,Wednesday,17:00,155,1
WN,3144,MDW,ABQ,Wednesday,17:00,195,0
WN,3674,SEA,BOI,Wednesday,17:00,75,1
WN,43,DAL,HOU,Wednesday,17:00,60,0
WN,44,HOU,DAL,Wednesday,17:00,60,0
WN,660,DEN,MCO,Wednesday,17:00,210,1
WN,778,DEN,RDU,Wednesday,17:00,195,1
WN,899,DEN,BDL,Wednesday,17:00,225,0
XE,2144,EWR,ROC,Wednesday,17:00,84,1
XE,2545,ALB,CLE,Wednesday,17:00,87,1
XE,2584,ATL,EWR,Wednesday,17:00,137,0
XE,2764,EWR,STL,Wednesday,17:00,175,0
XE,2868,STL,EWR,Wednesday,17:00,145,0
XE,3084,CLE,LGA,Wednesday,17:00,97,1
XE,5932,ORD,BTV,Wednesday,17:00,120,1
YV,1014,OGG,HNL,Wednesday,17:00,32,0
YV,1039,ITO,HNL,Wednesday,17:00,47,0
YV,7262,IAD,CLT,Wednesday,17:00,94,0
DL,1028,SLC,EWR,Wednesday,17:01,261,0
DL,2408,MCI,MSP,Wednesday,17:01,89,0
OH,6593,IAD,DTW,Wednesday,17:01,114,0
OO,6239,ORD,GRB,Wednesday,17:01,53,1
OO,6486,CPR,DEN,Wednesday,17:01,55,0
UA,110,MCO,ORD,Wednesday,17:01,182,0
UA,702,ORD,PHX,Wednesday,17:01,226,1
AS,67,KTN,SIT,Wednesday,17:02,55,0
CO,1602,AUS,IAH,Wednesday,17:02,59,0
DL,335,CLT,ATL,Wednesday,17:02,88,0
EV,5436,MLU,MEM,Wednesday,17:02,68,0
EV,7129,IAD,BTV,Wednesday,17:02,91,1
OO,6578,BIS,DEN,Wednesday,17:02,102,0
OO,6970,SMF,SFO,Wednesday,17:02,43,1
UA,588,DFW,IAD,Wednesday,17:02,176,1
XE,2271,MCI,IAH,Wednesday,17:02,119,1
XE,5891,ORD,ATW,Wednesday,17:02,50,0
9E,3679,TVC,DTW,Wednesday,17:03,77,1
DL,1159,MLB,ATL,Wednesday,17:03,101,0
EV,4983,HPN,ATL,Wednesday,17:03,156,1
OO,6319,PIT,IAD,Wednesday,17:03,62,0
OO,6360,SFO,ONT,Wednesday,17:03,76,1
OO,6979,ORD,FSD,Wednesday,17:03,101,0
XE,5917,IND,ORD,Wednesday,17:03,76,0
9E,4176,GRB,MSP,Wednesday,17:04,76,0
EV,7134,IAD,DTW,Wednesday,17:04,97,1
OO,6289,LAS,PSP,Wednesday,17:04,60,0
XE,5939,ORD,PIA,Wednesday,17:04,50,1
9E,4194,MSP,BMI,Wednesday,17:05,95,0
AA,1367,HSV,DFW,Wednesday,17:05,130,0
AA,1525,LAX,SFO,Wednesday,17:05,80,0
AA,2502,DFW,BNA,Wednesday,17:05,100,1
AA,618,SFO,ORD,Wednesday,17:05,245,1
AS,233,SAN,SEA,Wednesday,17:05,170,1
AS,98,ANC,SEA,Wednesday,17:05,205,0
B6,264,LGB,SMF,Wednesday,17:05,81,0
DL,1224,SLC,PHL,Wednesday,17:05,258,0
DL,1551,MSP,LAS,Wednesday,17:05,206,1
DL,1964,ATL,SLC,Wednesday,17:05,253,1
DL,2009,MSP,DEN,Wednesday,17:05,126,1
DL,2769,ATL,MCO,Wednesday,17:05,91,0
EV,5332,JAN,ATL,Wednesday,17:05,89,1
EV,5434,ATL,TYS,Wednesday,17:05,53,0
EV,5563,MOB,ATL,Wednesday,17:05,81,0
EV,7091,IAD,SAV,Wednesday,17:05,105,1
EV,7138,IAD,MHT,Wednesday,17:05,91,1
F9,580,SLC,DEN,Wednesday,17:05,85,0
MQ,2768,GSP,DFW,Wednesday,17:05,170,0
MQ,2921,LEX,DFW,Wednesday,17:05,155,0
MQ,3030,MRY,LAX,Wednesday,17:05,65,0
MQ,3126,SJC,LAX,Wednesday,17:05,75,1
MQ,3224,GSO,DFW,Wednesday,17:05,195,1
MQ,3227,DFW,TYR,Wednesday,17:05,45,0
MQ,3241,LIT,DFW,Wednesday,17:05,80,0
MQ,3904,ORD,CLE,Wednesday,17:05,80,0
MQ,3933,ICT,ORD,Wednesday,17:05,120,0
MQ,4320,OKC,ORD,Wednesday,17:05,135,0
OH,6481,BNA,MEM,Wednesday,17:05,66,0
OH,6548,PIT,JFK,Wednesday,17:05,95,0
OO,4592,GTF,SLC,Wednesday,17:05,85,0
OO,4844,SLC,RAP,Wednesday,17:05,99,0
OO,4860,SLC,ORD,Wednesday,17:05,189,1
OO,6528,LAX,PHX,Wednesday,17:05,79,0
UA,155,MSP,ORD,Wednesday,17:05,84,1
UA,622,ORD,DCA,Wednesday,17:05,111,0
UA,689,LGA,ORD,Wednesday,17:05,166,1
UA,742,SEA,DEN,Wednesday,17:05,160,0
UA,907,ORD,SFO,Wednesday,17:05,292,1
US,1033,BDL,CLT,Wednesday,17:05,132,0
WN,1153,LAS,CMH,Wednesday,17:05,230,1
WN,1158,SJC,SNA,Wednesday,17:05,75,1
WN,1222,SMF,BUR,Wednesday,17:05,70,1
WN,1783,FLL,JAX,Wednesday,17:05,75,0
WN,2892,MDW,MCI,Wednesday,17:05,90,1
WN,3079,STL,MDW,Wednesday,17:05,60,1
WN,378,SAT,DAL,Wednesday,17:05,55,1
WN,3950,PVD,BWI,Wednesday,17:05,85,0
WN,490,MDW,HOU,Wednesday,17:05,170,0
WN,675,PHX,ELP,Wednesday,17:05,65,0
WN,692,LAS,ONT,Wednesday,17:05,55,0
XE,2611,CLE,SDF,Wednesday,17:05,72,0
XE,2615,CRP,IAH,Wednesday,17:05,72,0
XE,2672,DSM,IAH,Wednesday,17:05,142,1
XE,2935,AEX,IAH,Wednesday,17:05,58,0
YV,1028,HNL,KOA,Wednesday,17:05,40,0
YV,2627,DTW,CLT,Wednesday,17:05,113,0
YV,2661,BNA,CLT,Wednesday,17:05,76,0
YV,7279,ATL,ORD,Wednesday,17:05,132,0
OH,6288,CMH,MSP,Wednesday,17:06,134,0
UA,639,PVD,ORD,Wednesday,17:06,165,0
DL,1097,IND,ATL,Wednesday,17:07,102,1
FL,110,DFW,ATL,Wednesday,17:07,125,0
OO,4504,SLC,BIL,Wednesday,17:07,82,0
OO,4758,SLC,MCI,Wednesday,17:07,142,0
OO,6279,SNA,SFO,Wednesday,17:07,80,1
UA,525,EWR,DEN,Wednesday,17:07,268,1
US,1637,LGA,CLT,Wednesday,17:07,128,1
B6,153,JFK,MCO,Wednesday,17:08,178,0
OO,6672,ORD,SPI,Wednesday,17:08,51,0
9E,3842,LEX,DTW,Wednesday,17:09,91,1
B6,616,JAX,JFK,Wednesday,17:09,140,0
DL,1566,GPT,ATL,Wednesday,17:09,91,0
EV,5050,CAK,DTW,Wednesday,17:09,70,0
FL,337,PHL,ATL,Wednesday,17:09,136,0
OH,6565,SYR,CVG,Wednesday,17:09,126,1
OO,6679,GEG,SFO,Wednesday,17:09,131,1
OO,7761,EKO,SLC,Wednesday,17:09,66,0
9E,3787,SBN,ATL,Wednesday,17:10,123,1
9E,3848,ERI,DTW,Wednesday,17:10,75,0
9E,4069,MSP,OMA,Wednesday,17:10,75,1
9E,4219,ROA,DTW,Wednesday,17:10,100,1
9E,4386,GRR,MSP,Wednesday,17:10,99,0
AA,1304,TUL,DFW,Wednesday,17:10,70,0
AA,1307,BNA,LAX,Wednesday,17:10,260,1
AA,1827,DFW,SMF,Wednesday,17:10,225,1
AA,2345,ORD,DFW,Wednesday,17:10,155,1
AA,343,LGA,ORD,Wednesday,17:10,175,1
AA,412,STT,JFK,Wednesday,17:10,259,0
AA,550,LAS,DFW,Wednesday,17:10,150,1
AA,580,DEN,ORD,Wednesday,17:10,145,0
AS,859,SEA,HNL,Wednesday,17:10,373,0
DL,1054,MSP,ATL,Wednesday,17:10,158,0
DL,1107,PHL,SLC,Wednesday,17:10,311,0
DL,1216,SLC,BOS,Wednesday,17:10,275,1
DL,1604,SLC,BNA,Wednesday,17:10,193,1
DL,2333,MSP,SLC,Wednesday,17:10,184,0
EV,5329,VPS,ATL,Wednesday,17:10,79,0
EV,5500,TYS,ATL,Wednesday,17:10,65,0
EV,7357,STL,MEM,Wednesday,17:10,70,0
FL,75,ATL,FLL,Wednesday,17:10,110,0
HA,9,LAX,HNL,Wednesday,17:10,355,0
MQ,2764,MGM,DFW,Wednesday,17:10,130,1
MQ,2817,EVV,DFW,Wednesday,17:10,130,1
MQ,3052,LAX,RNO,Wednesday,17:10,90,0
MQ,3271,PIA,DFW,Wednesday,17:10,130,1
MQ,3948,OMA,ORD,Wednesday,17:10,105,0
MQ,4357,ORD,GRB,Wednesday,17:10,60,0
MQ,4537,RDU,JFK,Wednesday,17:10,105,0
OH,6390,TYS,CVG,Wednesday,17:10,65,1
OH,6391,BWI,MEM,Wednesday,17:10,160,1
OH,6601,RDU,MCO,Wednesday,17:10,119,0
OH,6618,MBS,DTW,Wednesday,17:10,74,0
OO,4457,MSP,FAR,Wednesday,17:10,65,1
OO,4521,SLC,SMF,Wednesday,17:10,97,0
OO,4850,SLC,IAH,Wednesday,17:10,180,1
OO,6533,IDA,DEN,Wednesday,17:10,89,1
UA,649,ORD,OMA,Wednesday,17:10,98,0
UA,917,IAD,SEA,Wednesday,17:10,358,1
US,181,FLL,PHX,Wednesday,17:10,305,0
US,786,MIA,CLT,Wednesday,17:10,125,0
US,868,JAX,PHL,Wednesday,17:10,129,1
WN,1013,AMA,DEN,Wednesday,17:10,80,1
WN,1425,CLE,BNA,Wednesday,17:10,100,1
WN,142,BDL,BWI,Wednesday,17:10,80,1
WN,1489,TPA,MSY,Wednesday,17:10,105,0
WN,157,DTW,BNA,Wednesday,17:10,100,1
WN,1587,MDW,PHX,Wednesday,17:10,240,0
WN,1592,MCO,ECP,Wednesday,17:10,70,0
WN,1773,MDW,STL,Wednesday,17:10,70,1
WN,1848,MCI,BNA,Wednesday,17:10,90,1
WN,2053,SFO,LAS,Wednesday,17:10,95,1
WN,2961,MCO,DEN,Wednesday,17:10,255,1
WN,3575,BNA,MCI,Wednesday,17:10,105,1
WN,430,BHM,MSY,Wednesday,17:10,70,1
WN,541,LAX,SJC,Wednesday,17:10,65,1
WN,614,BWI,PBI,Wednesday,17:10,150,1
WN,637,MDW,PIT,Wednesday,17:10,80,1
WN,704,MDW,IAD,Wednesday,17:10,105,1
WN,705,OMA,STL,Wednesday,17:10,70,1
WN,738,MDW,OMA,Wednesday,17:10,95,1
WN,871,SAN,SFO,Wednesday,17:10,90,0
XE,2057,SYR,EWR,Wednesday,17:10,82,0
XE,2284,IAH,TYS,Wednesday,17:10,114,0
XE,2483,LFT,IAH,Wednesday,17:10,70,0
XE,2505,RIC,EWR,Wednesday,17:10,85,1
EV,4953,ATL,BTR,Wednesday,17:11,95,0
HA,543,OGG,HNL,Wednesday,17:11,34,0
OO,4520,SLC,FCA,Wednesday,17:11,104,0
OO,6304,BIL,DEN,Wednesday,17:11,92,1
XE,2070,LRD,IAH,Wednesday,17:11,72,0
XE,2107,DTW,EWR,Wednesday,17:11,109,1
XE,2110,COS,IAH,Wednesday,17:11,129,0
XE,5920,ORD,CLE,Wednesday,17:11,76,1
YV,7214,ORD,ORF,Wednesday,17:11,121,1
CO,1712,SJU,IAH,Wednesday,17:12,288,0
DL,1291,MEM,ATL,Wednesday,17:12,88,0
FL,722,MSY,BWI,Wednesday,17:12,139,0
OO,6697,JAC,DEN,Wednesday,17:12,73,1
UA,271,PHL,DEN,Wednesday,17:12,263,0
9E,3839,DTW,BNA,Wednesday,17:13,105,0
AS,54,SCC,ANC,Wednesday,17:13,103,0
UA,249,IAD,ORD,Wednesday,17:13,139,0
B6,584,FLL,HPN,Wednesday,17:14,173,1
DL,2302,TPA,MEM,Wednesday,17:14,126,0
DL,2650,SLC,BWI,Wednesday,17:14,252,1
DL,2953,DTW,SLC,Wednesday,17:14,239,1
OO,6225,ORD,DSM,Wednesday,17:14,74,1
OO,6269,SEA,SFO,Wednesday,17:14,122,0
OO,6355,SBA,LAX,Wednesday,17:14,46,0
OO,6618,SBP,SFO,Wednesday,17:14,61,0
OO,7012,ORD,MKE,Wednesday,17:14,42,1
UA,162,ORD,BOS,Wednesday,17:14,139,0
UA,965,IAD,IAH,Wednesday,17:14,206,0
9E,3664,DTW,CLE,Wednesday,17:15,64,1
9E,3682,DTW,LAN,Wednesday,17:15,46,0
9E,3714,DTW,CMH,Wednesday,17:15,68,1
9E,4035,MKE,CVG,Wednesday,17:15,81,0
9E,4206,ICT,ATL,Wednesday,17:15,135,1
9E,4374,DTW,ALB,Wednesday,17:15,95,0
AA,1262,SNA,ORD,Wednesday,17:15,225,0
AA,1284,DFW,CLT,Wednesday,17:15,140,0
AA,1505,DFW,SAN,Wednesday,17:15,190,0
AA,161,LAX,OGG,Wednesday,17:15,360,1
AA,346,STL,ORD,Wednesday,17:15,80,0
AA,607,BOS,ORD,Wednesday,17:15,185,0
AA,744,DFW,LGA,Wednesday,17:15,210,1
AA,867,DCA,ORD,Wednesday,17:15,135,0
AS,153,ANC,OTZ,Wednesday,17:15,94,0
AS,531,ONT,SEA,Wednesday,17:15,162,0
CO,551,RDU,IAH,Wednesday,17:15,187,0
DL,1027,SEA,HNL,Wednesday,17:15,371,1
DL,1194,DTW,CLT,Wednesday,17:15,113,0
DL,1326,RDU,ATL,Wednesday,17:15,93,1
DL,1465,JFK,SFO,Wednesday,17:15,395,1
DL,1556,DTW,MEM,Wednesday,17:15,135,0
DL,2045,DCA,DTW,Wednesday,17:15,103,1
DL,2110,ATL,CMH,Wednesday,17:15,94,0
DL,2201,BOS,ATL,Wednesday,17:15,188,0
DL,2296,MSP,LGA,Wednesday,17:15,168,1
DL,2421,MSP,LAX,Wednesday,17:15,243,1
EV,5379,ATL,LIT,Wednesday,17:15,102,0
EV,5400,MDT,ATL,Wednesday,17:15,137,0
EV,5432,LIT,MEM,Wednesday,17:15,55,0
FL,164,SJU,ATL,Wednesday,17:15,248,0
FL,794,STL,ATL,Wednesday,17:15,96,0
MQ,4028,JAX,ORD,Wednesday,17:15,170,0
MQ,4130,MDT,ORD,Wednesday,17:15,135,0
MQ,4289,CHA,ORD,Wednesday,17:15,110,0
OH,6316,IND,RDU,Wednesday,17:15,105,0
OH,6325,ORD,CVG,Wednesday,17:15,86,0
OH,6453,SDF,CVG,Wednesday,17:15,48,0
OO,4439,MSP,MOT,Wednesday,17:15,91,0
OO,4495,MSP,GFK,Wednesday,17:15,75,0
OO,4522,SLC,BIS,Wednesday,17:15,124,0
OO,6397,SBP,LAX,Wednesday,17:15,65,1
OO,6605,DEN,BIS,Wednesday,17:15,94,1
UA,2,HNL,ORD,Wednesday,17:15,484,1
UA,312,IAD,BDL,Wednesday,17:15,82,0
UA,975,IAD,SFO,Wednesday,17:15,362,1
US,1047,DCA,CLT,Wednesday,17:15,92,0
US,1086,MCO,CLT,Wednesday,17:15,98,0
US,1199,PIT,CLT,Wednesday,17:15,91,0
US,1430,JAX,CLT,Wednesday,17:15,79,0
US,1579,PHL,CLT,Wednesday,17:15,103,1
US,1602,TPA,CLT,Wednesday,17:15,102,0
US,1690,RSW,CLT,Wednesday,17:15,114,0
US,1886,PHL,BOS,Wednesday,17:15,79,1
US,1897,MSP,CLT,Wednesday,17:15,148,0
US,1995,IND,CLT,Wednesday,17:15,94,0
US,408,SFO,PHX,Wednesday,17:15,118,1
WN,1003,HOU,ABQ,Wednesday,17:15,135,1
WN,1022,DEN,LAS,Wednesday,17:15,115,0
WN,1051,ALB,BWI,Wednesday,17:15,75,1
WN,1079,DAL,SAT,Wednesday,17:15,65,1
WN,108,MDW,LIT,Wednesday,17:15,105,1
WN,2397,OAK,SAN,Wednesday,17:15,85,1
WN,2713,MCO,ORF,Wednesday,17:15,110,1
WN,326,TPA,PBI,Wednesday,17:15,55,1
WN,3306,LAS,IND,Wednesday,17:15,215,0
WN,3320,MSY,BNA,Wednesday,17:15,85,1
WN,3492,SJC,SAN,Wednesday,17:15,80,1
WN,528,IND,BWI,Wednesday,17:15,95,1
WN,539,FLL,MDW,Wednesday,17:15,195,1
WN,641,PIT,PHL,Wednesday,17:15,90,1
WN,731,PHL,BOS,Wednesday,17:15,80,0
WN,952,SJC,LAS,Wednesday,17:15,90,1
XE,2010,SDF,CLE,Wednesday,17:15,67,1
XE,2197,CLE,MSN,Wednesday,17:15,92,0
XE,2396,EWR,DTW,Wednesday,17:15,125,1
YV,2830,SAT,CLT,Wednesday,17:15,162,0
9E,4015,PIT,DTW,Wednesday,17:16,84,0
B6,348,SRQ,JFK,Wednesday,17:16,164,0
HA,360,HNL,ITO,Wednesday,17:16,51,0
YV,7211,IAD,PVD,Wednesday,17:16,79,0
YV,7295,SBN,ORD,Wednesday,17:16,49,1
DL,1527,ATL,FLL,Wednesday,17:17,113,1
XE,2285,MHT,CLE,Wednesday,17:17,107,0
DL,2155,ATL,LAX,Wednesday,17:18,301,1
F9,351,PHF,DEN,Wednesday,17:18,233,0
FL,686,ICT,ATL,Wednesday,17:18,122,0
OO,6365,MSN,ORD,Wednesday,17:18,61,0
OO,6825,SLC,SFO,Wednesday,17:19,131,1
UA,117,JAX,ORD,Wednesday,17:19,161,1
9E,3865,BUF,DTW,Wednesday,17:20,75,1
9E,4245,DTW,IAD,Wednesday,17:20,95,1
AA,1028,DEN,DFW,Wednesday,17:20,120,0
AA,1084,SJC,DFW,Wednesday,17:20,190,0
AA,1206,PHX,ORD,Wednesday,17:20,200,0
AA,1693,MCO,DFW,Wednesday,17:20,175,1
AA,1865,IND,DFW,Wednesday,17:20,150,0
AA,1897,EWR,DFW,Wednesday,17:20,255,1
AA,1972,ORD,RDU,Wednesday,17:20,115,0
AA,2094,DFW,MCO,Wednesday,17:20,150,1
AA,2206,DFW,IAD,Wednesday,17:20,160,0
AA,2364,DFW,ORD,Wednesday,17:20,145,1
AA,636,ABQ,DFW,Wednesday,17:20,105,0
AA,642,SAT,DFW,Wednesday,17:20,70,1
AS,628,BLI,LAS,Wednesday,17:20,154,0
B6,116,FLL,JFK,Wednesday,17:20,175,1
DL,1057,MCI,DTW,Wednesday,17:20,117,0
DL,1265,ATL,MEM,Wednesday,17:20,89,0
